Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,control_T4,rad21_T1,rad21_T2,rad21_T3,rad21_T4
CG32407,132.7596297,0.933978635,0.303237569,3.080022829,0.002069847,0.019555796,43.48834405,80.44876058,116.8497448,121.0128693,144.1648913,208.5810428,197.7968002,149.7345846
RNaseX25,314.3937336,0.537575616,0.174540913,3.079940439,0.00207042,0.019555796,204.0606913,236.5671474,306.592525,266.8333769,399.225853,409.8860027,367.6927923,324.2914801
TrpRS,314.1244407,-0.627538616,0.203824907,-3.078812224,0.002078276,0.019599674,428.192926,375.9585643,461.4350034,261.3877978,243.9713546,244.9614572,260.0753897,237.0130324
CG16953,782.3223239,0.452665084,0.147032142,3.078681148,0.002079191,0.019599674,555.312701,644.386607,668.4070466,766.011463,881.6237586,1050.181297,867.9144231,824.7412951
beta-PheRS,350.713743,-0.535518179,0.173969503,-3.078230206,0.00208234,0.019609904,481.7170418,378.3481314,414.3858624,404.1829836,243.9713546,230.4092915,312.3894049,340.3058742
CG2691,769.9836159,-0.920819514,0.299263595,-3.076951318,0.002091295,0.019674733,924.9636254,1224.254901,988.4737388,912.4370349,310.5089968,315.2969251,696.0255161,787.9081887
Pax,3061.180393,0.966530849,0.314158254,3.076573149,0.002093949,0.019680223,2569.157556,2013.608582,1927.247681,1771.628407,5949.57417,5423.107112,2902.18227,1932.937365
Fst,321.5223502,-1.045533471,0.339906683,-3.075942671,0.002098382,0.019702396,443.2465836,516.9430259,548.2439821,224.4788726,216.247337,169.7752674,126.5500938,326.6936392
Ndc80,48.41192117,-0.947679342,0.308138515,-3.075497858,0.002101514,0.019712329,75.26828778,50.18091006,53.01311672,80.47355811,27.72401757,29.10433155,29.89372296,41.63742461
dgo,31.25330595,0.98933442,0.322187039,3.070683483,0.002135694,0.020013182,21.74417203,17.5234924,18.55459085,28.4380243,33.26882108,38.8057754,42.84766957,48.84390194
dbe,165.2416728,-0.790241883,0.25741246,-3.069944182,0.002140988,0.020043021,195.6975482,293.9167589,160.3646781,193.620591,105.3512668,106.7158824,106.1227165,160.1439408
GstD5,192.6875852,-1.280450767,0.417311115,-3.068336115,0.002152544,0.020118261,168.9354903,247.7184608,512.4601283,150.055958,177.4337124,135.8202139,80.21482326,68.86189454
CG1671,298.9704713,-1.224737933,0.399166698,-3.068236752,0.00215326,0.020118261,297.7278939,590.223085,358.7220898,442.9071018,77.62724919,84.88763369,228.1887519,311.4799648
CG43120,9.110224789,2.529669706,0.824984546,3.06632375,0.002167085,0.020207698,0,0.796522382,3.313319795,4.235450427,38.81362459,4.850721925,10.46280303,10.40935615
Cks30A,26.88246701,-1.457496123,0.475318012,-3.066359969,0.002166823,0.020207698,41.81571543,22.30262669,53.89666866,45.98489035,5.544803513,7.276082888,21.42383478,16.81511378
Pdk1,3598.97086,-0.56577978,0.184609729,-3.064734368,0.002178634,0.020275593,4178.226286,4597.527189,3569.549859,4855.641382,2506.251188,2328.346524,2952.005142,3804.219314
alphaSnap,540.6732358,0.553993234,0.180748278,3.064998689,0.00217671,0.020275593,451.6097267,476.3203844,433.1613412,374.5348306,831.720527,691.2278744,549.5462737,517.2649288
Elp1,632.2750648,-0.651296858,0.212574825,-3.063847547,0.002185102,0.020315893,677.41459,771.0336657,956.6658688,703.6898352,354.8674249,402.6099198,550.5427311,641.3764829
mod,3241.061262,-0.651257139,0.212771552,-3.060828076,0.002207258,0.020501823,3898.897307,4673.993337,3667.845013,3624.335437,1851.964373,1940.28877,2889.726552,3381.43931
Calr,3450.170665,0.342844907,0.11205853,3.059516379,0.002216947,0.020571706,3231.518489,3104.844245,2973.373184,2839.566979,4313.857133,4043.076725,3580.769781,3514.358781
CG7222,622.7708166,0.473041694,0.154642945,3.058928379,0.002221302,0.020592016,491.7528135,599.7813536,479.5478183,505.8337939,765.1828849,848.8763369,689.0503141,602.1412174
Mtr3,57.00026557,-0.769883965,0.251745279,-3.058186304,0.002226811,0.020598315,68.57777331,84.43137249,64.72017999,75.63304334,33.26882108,36.38041444,43.34589829,49.64462165
CG10939,47.41223329,1.715799526,0.561092666,3.057961062,0.002228485,0.020598315,26.76205788,18.32001478,24.96034246,13.91647997,171.8889089,70.33546792,29.89372296,23.22087142
ms(2)34Fe,59.54622358,0.900482879,0.294430906,3.058384362,0.002225339,0.020598315,33.45257235,34.25046242,51.6877888,39.32918254,105.3512668,80.03691177,80.21482326,52.04678076
CG6006,337.9037754,-1.230712317,0.402590867,-3.056980217,0.00223579,0.020645753,224.1322347,409.4125043,902.7692001,365.4588654,138.6200878,167.3499064,327.3362664,168.1511378
RhoGAP18B,3943.745018,-0.462311273,0.151474947,-3.052064271,0.002272734,0.020966526,5042.975281,4090.938954,4560.453366,4571.866204,3587.487873,3846.622487,3264.892775,2584.723204
mys,18824.94397,0.629625929,0.20635977,3.051107914,0.002279986,0.021013024,14247.45056,16762.81353,11764.71504,16337.34243,27069.73075,28786.60927,17385.69104,18245.19917
Rab1,1278.951017,0.512662943,0.168167633,3.048523269,0.002299691,0.021107976,1028.6666,1052.206067,1068.656078,1049.786642,1741.068303,1819.020722,1328.775985,1143.427737
mwh,24.46488986,2.432389726,0.797715037,3.049196285,0.002294545,0.021107976,6.690514469,6.372179056,9.277295426,9.075965201,5.544803513,16.97752674,10.46280303,131.3180315
CG7368,43.93212249,1.215385606,0.398706789,3.048319312,0.002301253,0.021107976,35.12520096,18.32001478,26.50655836,21.17725214,105.3512668,60.63402407,29.89372296,54.44893987
CG10948,183.7242923,0.449706118,0.147526828,3.048300602,0.002301396,0.021107976,155.5544614,151.3392526,145.565183,170.0230814,205.15773,220.7078476,209.2560607,212.1907216
Cpes,388.9929341,0.56831086,0.18639482,3.048962738,0.00229633,0.021107976,316.1268087,293.1202366,337.0750671,289.2207577,604.383583,506.9004412,352.7459309,412.3706475
CG11837,88.40309974,-1.271441699,0.417502115,-3.045353911,0.002324067,0.021256906,133.8102894,160.8975212,89.90141044,127.6685772,22.17921405,19.4028877,61.28213206,92.08276596
lawc,439.7248765,0.415930574,0.136555433,3.045873496,0.002320054,0.021256906,413.1392685,363.2142062,355.187882,364.2487367,582.2043689,519.027246,482.7836257,437.9936781
REG,1205.882078,-0.405611137,0.133191723,-3.045317896,0.002324345,0.021256906,1533.800442,1500.648168,1287.335184,1195.002085,937.0717938,994.3979947,1094.608489,1104.192472
CG18234,27.97794486,1.228902089,0.403591247,3.044917591,0.002327441,0.021264752,16.72628617,11.94783573,11.48617529,27.83295995,38.81362459,33.95505348,47.82995673,35.23166697
Ac78C,512.9925876,0.818691196,0.268935895,3.044187154,0.002333099,0.021295976,404.7761254,297.1028485,398.9237033,372.7196376,964.7958113,637.8699332,352.7459309,675.0067105
CG18853,60.74270585,-0.87326778,0.28699249,-3.042824496,0.00234369,0.021372112,103.7029743,72.48353676,66.70817187,64.7418851,66.53764216,33.95505348,35.37423883,42.43814431
CG5608,174.4546229,0.848007961,0.278844111,3.041154276,0.00235673,0.021470424,183.9891479,90.00702916,119.7212886,109.5166468,227.3369441,201.3049599,304.4177454,159.3432211
Npc2b,43.7040312,-1.416702875,0.466169387,-3.039030263,0.00237341,0.021601669,55.19674437,76.46614867,98.95781788,24.80763822,22.17921405,21.82824866,33.38132397,16.81511378
CG13895,588.3839749,0.465760679,0.153327152,3.037692093,0.002383974,0.021666286,498.443328,579.8682941,456.7963557,435.0412653,748.5484743,720.3322059,695.5272874,572.5145883
Tsp42En,64.89708632,0.759643808,0.250084086,3.037553574,0.00238507,0.021666286,56.86937299,33.45394004,47.04914109,53.85072686,88.71685621,87.31299466,70.25024894,81.67340981
bib,607.8712612,-0.948227758,0.312250506,-3.036753311,0.002391411,0.021703138,747.6649919,961.402515,698.2269248,813.206482,260.6057651,244.9614572,722.9298668,413.972087
CG14210,75.19687765,-1.394171442,0.459209324,-3.036025987,0.002397187,0.021734801,93.66720257,174.4384016,69.57971569,109.5166468,11.08960703,19.4028877,51.81578646,72.06477336
Ack,1275.97608,-0.473298961,0.155946864,-3.035001472,0.002405345,0.021773125,1767.968449,1491.089899,1319.805718,1379.546711,892.7133657,1016.226243,1267.493853,1072.964403
CG34458,4.96461212,-2.951528099,0.972522609,-3.034919776,0.002405997,0.021773125,10.0357717,4.779134292,13.03239119,9.075965201,0,0,1.992914864,0.800719704
CG9449,18.3989932,1.516686175,0.499921164,3.033850703,0.002414539,0.021829637,13.38102894,4.779134292,11.2652873,6.655707814,49.90323162,14.55216578,19.43091992,27.22446994
RpIIIC53,197.5823373,-0.522548236,0.172366671,-3.031608326,0.002432546,0.021971534,229.1501206,281.9689232,220.4462104,206.9320066,149.7096949,155.2231016,173.8818219,163.3468196
PAPLA1,966.3927764,0.461952533,0.152443167,3.030326275,0.002442897,0.02204407,689.1229903,858.6511277,919.9984631,764.1962699,1280.849612,1210.25512,951.1186187,1056.950009
cu,394.8102864,-0.647564731,0.213989423,-3.026152982,0.00247687,0.022329425,456.6276125,524.1117273,356.071434,584.4921589,360.4122284,269.2150669,245.6267569,361.9253062
Rab2,2015.533804,0.389289778,0.128678654,3.025286359,0.002483978,0.022372285,1665.938103,1644.022196,1670.134065,1982.1908,2539.520009,2435.062406,1989.427263,2197.975587
Tsp86D,359.5266619,1.120646033,0.370777182,3.022424487,0.002507586,0.022527116,270.965836,251.7010727,232.1532736,147.0306363,615.47319,795.5183957,367.1945636,196.1763275
CG7298,13.26009048,3.013404792,0.996866885,3.022875809,0.00250385,0.022527116,0,2.389567146,4.417759727,4.235450427,0,48.50721925,2.49114358,44.03958372
Ts,48.28690862,-1.265322022,0.418679692,-3.022171949,0.002509679,0.022527116,70.25040193,40.62264148,104.7009055,58.08617729,22.17921405,36.38041444,38.86183984,15.21367438
CG13096,499.9380386,-1.160292912,0.383941735,-3.022054666,0.002510652,0.022527116,520.1875,962.1990374,594.1886832,701.2695779,155.2544984,145.5216578,369.1874785,551.695876
fz,70.17684563,-0.843987849,0.279308918,-3.021700324,0.002513593,0.022532223,66.90514469,76.46614867,123.9181603,93.78497374,44.35842811,48.50721925,49.82287159,57.65181869
HEATR2,192.2157557,-0.609403502,0.201763254,-3.020388951,0.002524503,0.022603307,217.4417203,219.043655,293.3392458,203.9066848,121.9856773,172.2006283,172.8853644,136.9230694
RpLP0-like,492.3906246,-0.586608533,0.194229929,-3.020175807,0.00252628,0.022603307,540.2590434,710.4979647,494.5682014,638.3428858,293.8745862,351.6773396,429.4731531,480.4318224
MED24,201.4525645,-0.500022007,0.165625358,-3.018994266,0.002536153,0.0226703,237.5132637,233.3810579,248.4989846,222.0586152,149.7096949,211.0064037,162.9207901,146.5317058
Ugt304A1,167.2298451,0.575959993,0.191015634,3.015250542,0.002567671,0.022930457,91.99457395,153.7288197,141.3683113,145.8205076,194.068123,206.1556818,193.3127418,211.3900018
Rgk2,208.1465181,1.353966871,0.449459592,3.012432917,0.002591627,0.023122667,152.2092042,95.58268583,132.7536798,82.28875115,521.2115303,422.0128075,94.16522731,164.948259
Sptr,53.12365511,0.760166566,0.252408783,3.01164863,0.002598332,0.023139032,50.17885852,35.84350719,39.98072553,32.67347472,77.62724919,55.78330214,71.24670638,61.65541721
CG10970,4.717199515,3.161294278,1.049616089,3.01185768,0.002596543,0.023139032,0,0,1.104439932,1.81519304,11.08960703,12.12680481,1.992914864,9.608636448
pot,43.42632803,1.597064839,0.530496025,3.010512357,0.002608073,0.023204038,26.76205788,15.93044764,22.30968662,18.1519304,105.3512668,106.7158824,35.37423883,16.81511378
CG13604,567.7452316,0.565962037,0.188146881,3.008086209,0.002628985,0.023368213,426.5202974,426.1394743,492.5802095,466.5046113,887.1685621,734.8843717,613.3195493,494.8447771
y,2.076802723,4.678337642,1.555478828,3.007651122,0.002632752,0.023379821,0,0,0.220887986,0,0,2.425360963,9.964574318,4.00359852
Ent3,300.6489418,0.660210372,0.21966379,3.005549395,0.002651015,0.023520026,147.1913183,231.7880131,275.8890949,265.6232482,415.8602635,407.4606417,362.7105052,298.6684496
CG18549,338.2083064,0.554269363,0.184580014,3.00286771,0.002674487,0.023661985,254.2395498,250.9045503,295.9899017,291.6410151,360.4122284,506.9004412,312.3894049,433.1893599
beat-IV,11.17540744,2.096469601,0.69811697,3.003034864,0.002673018,0.023661985,0,1.593044764,5.743087645,8.470900854,16.63441054,9.701443851,18.43446249,28.82590934
CG3045,78.74319467,-0.802049025,0.267085727,-3.00296475,0.002673634,0.023661985,78.61354501,132.2227154,92.33117829,102.2558746,49.90323162,43.65649733,57.29630233,73.66621277
ttm50,267.5964923,-0.516697385,0.17219583,-3.000638191,0.002694145,0.023813733,339.5436093,346.4872361,308.8014049,285.5903717,166.3441054,196.454238,246.1249857,251.425987
CG14606,20.48585463,1.467105148,0.489331096,2.99818499,0.002715928,0.023983963,10.0357717,5.575656674,13.25327918,11.49622259,38.81362459,46.08185829,23.41674965,15.21367438
Dnz1,283.1589902,0.510328338,0.170363867,2.995519805,0.002739775,0.024150347,202.3880627,276.3932665,221.3297623,223.2687439,377.0466389,356.5280615,276.0187086,332.2986772
CG12288,30.5629578,-1.09175391,0.364463299,-2.995511239,0.002739852,0.024150347,38.4704582,54.16352197,37.33006969,44.16969731,5.544803513,16.97752674,21.42383478,26.42375023
Dys,10275.93646,0.351081259,0.117221746,2.995018178,0.002744285,0.024167002,8475.209204,8077.533475,8987.490388,10588.62607,11150.59987,11520.46457,12072.58002,11334.98813
Ufd4,2874.468405,0.485618628,0.162196124,2.994021172,0.002753268,0.024223663,1918.505024,2452.492414,2896.283277,2305.900225,3199.351627,3924.234038,3385.962353,2913.018283
Alr,139.2295812,-0.881283726,0.29443115,-2.993174213,0.002760921,0.024268521,229.1501206,153.7288197,237.6754733,100.4406816,99.80646324,106.7158824,100.6422006,85.67700833
Reg-5,691.2864454,0.729116049,0.243720953,2.991601831,0.00277518,0.02437131,593.7831591,614.9152789,445.7519564,419.9146566,1031.333453,1113.240682,769.2651374,542.0872396
CG7637,182.347676,-1.040882715,0.348033811,-2.990751706,0.002782917,0.024416689,247.5490354,330.5567885,180.6863728,237.7902883,60.99283865,67.91010695,135.5182107,197.7777669
Rexo5,468.9792975,-0.556759029,0.186193149,-2.990222951,0.002787739,0.024436434,491.7528135,679.4335918,511.7974643,559.6845207,365.9570319,283.7672326,411.0386906,448.4030342
RIC-3,38.02043562,1.049214329,0.350969937,2.989470657,0.002794613,0.024474112,33.45257235,17.5234924,19.4381428,26.01776691,77.62724919,46.08185829,34.3777814,49.64462165
CG1572,4039.677516,0.726087557,0.243021902,2.98774535,0.002810436,0.024590022,2786.599276,3649.665554,2051.165841,3677.581099,6709.212251,5607.434546,4037.147285,3798.614276
jumu,818.8044912,-0.505789783,0.169305727,-2.987434572,0.002813295,0.024592392,1010.267685,960.6059926,1023.374041,848.3002141,621.0179935,851.3016979,705.4918617,530.076444
pyx,14.23040856,1.419717285,0.475367534,2.986567622,0.002821284,0.024639562,5.017885852,6.372179056,6.847527576,12.10128693,22.17921405,19.4028877,25.90789323,16.01439408
Tk,12025.48749,0.900769186,0.301819612,2.984462079,0.002840774,0.024764253,10744.96624,6454.220861,6395.14898,9953.913568,22035.04916,17894.31318,7619.909981,15106.37794
del,360.2048301,-0.619277129,0.207497073,-2.98451019,0.002840327,0.024764253,510.1517283,544.8213093,371.754481,320.6841038,304.9641932,247.3868182,302.4248306,279.4511767
CG30062,16.23667253,-1.764998716,0.591802687,-2.982410783,0.00285988,0.024907955,20.07154341,25.48871622,44.17759727,15.12660867,0,4.850721925,8.968116887,11.21007586
CG34269,2.63972788,3.827886625,1.284046803,2.981111448,0.002872043,0.024990978,0,0.796522382,0.441775973,0,0,9.701443851,6.975202023,3.202878816
Abd-B,18.37839047,1.624639182,0.545173421,2.980041064,0.002882097,0.025055526,10.0357717,4.779134292,14.35771911,7.260772161,27.72401757,9.701443851,44.34235572,28.82590934
CG7702,2955.77839,0.648464921,0.217658471,2.979277202,0.002889293,0.025095118,2353.388465,2039.89382,2391.554228,2412.39155,4380.394776,4554.827888,3273.362664,2240.413732
Sec8,866.6113181,0.36195274,0.121512365,2.978731761,0.00289444,0.025095264,792.8259646,731.2075466,799.6145105,698.8493205,1081.236685,962.8683022,1007.916692,858.3715227
Iswi,621.704359,-0.474624568,0.159353608,-2.978436282,0.002897233,0.025095264,704.1766479,765.4580091,806.6829261,629.8719849,476.8531022,424.4381685,582.4293689,583.7246642
CG30183,155.6880465,-0.623789457,0.209421856,-2.978626345,0.002895436,0.025095264,158.8997186,230.9914908,187.0921244,185.7547544,110.8960703,94.58907754,127.5465513,149.7345846
CHKov1,622.2946254,0.594843538,0.199761296,2.977771712,0.002903522,0.025126833,381.3593247,488.2682201,640.1333844,459.2438392,848.3549376,858.5777808,707.4847766,594.9347401
Unc-115b,5.557226798,-3.514613977,1.18051293,-2.977192277,0.002909015,0.025151466,5.017885852,15.93044764,7.068415563,8.470900854,5.544803513,2.425360963,0,0
Ptp36E,64.61904023,0.976849049,0.328211903,2.976275514,0.002917726,0.025203848,51.85148714,30.26785051,45.94470116,46.5899547,88.71685621,72.76082888,54.30693004,126.5137132
CG6712,227.641154,-1.024910828,0.344650316,-2.973770167,0.002941653,0.025387456,235.840635,446.8490563,253.8002963,298.9017873,72.08244567,104.2905214,157.9385029,251.425987
CG12155,280.8076444,-0.491651568,0.165359571,-2.973227159,0.002946863,0.025409337,364.6330386,374.3655195,276.5517589,300.7169803,227.3369441,240.1107353,217.7259489,245.0202294
CG14257,7.088747433,2.031786261,0.683910946,2.970834539,0.002969917,0.025540855,1.672628617,3.186089528,4.19687174,2.420257387,0,16.97752674,15.44509019,12.81151526
Nepl21,47.17402103,-1.209683604,0.407190174,-2.970807454,0.002970179,0.025540855,70.25040193,48.5878653,94.54005815,44.77476166,33.26882108,43.65649733,27.90080809,14.41295467
Elk,159.9402645,0.89641561,0.301724452,2.97097436,0.002968566,0.025540855,148.8639469,60.53570103,148.8785028,85.31407289,260.6057651,206.1556818,171.3906783,197.7777669
CG2199,333.6017915,-0.649152061,0.218716913,-2.968001202,0.002997432,0.025751894,389.7224678,520.1291154,366.0113933,369.0892515,210.7025335,191.603516,292.4602562,329.0957983
CG1909,166.8519814,0.651989099,0.219730368,2.96722344,0.003005025,0.025793809,110.3934887,126.6470587,149.5411667,127.0635128,194.068123,269.2150669,209.7542894,148.1331452
dany,3.855918961,3.03683577,1.023673969,2.966604468,0.00301108,0.025799176,1.672628617,1.593044764,0.662663959,0,5.544803513,9.701443851,8.469888171,3.202878816
